log_id,date,engine_id,ata_chapter,component,text
LOG-1089,2025-09-04 09:02,91,72-50,High-Pressure Turbine (HPT),Engine 91 AOG Recovery — High-Pressure Turbine (HPT) (ATA 72-50): Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. Expedited action: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1090,2025-08-02 14:02,26,71-10,Inlet / Nacelle,"Maintenance Debrief Engine 26 (Inlet / Nacelle, ATA 71-10): Crew reported anomaly. Finding: Fan blade leading edge nick measuring 0.08 in width found at 60% span during walk-around. Hydraulic actuator seal kit replaced (PN: 477-C72). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit."
LOG-1091,2026-02-12 13:02,50,72-40,Combustor Section,Pilot Report — Engine 50 (Combustor Section): Oil consumption trend exceeding 0.5 qt/hr; on-wing investigation reveals #4 bearing carbon seal degradation. Corrective Action: Oil cooler replaced (PN: 237-B36). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-1092,2026-03-18 01:02,37,71-20,Engine Mounts / Pylon,Borescope Work Order | Engine 37 | Engine Mounts / Pylon: FADEC logged 14 EICAS maintenance messages relating to T4.5 thermocouple channel mismatch. Outcome: Bleed check valve replaced (PN: 566-A16). Bleed system functional test at ground idle and max continuous — normal.
LOG-1093,2025-10-17 12:02,49,72-30,High-Pressure Compressor (HPC),Post-Flight Inspection Engine 49 (ATA 72-30): Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Oil seal replaced (PN: 710-X24). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-1094,2025-07-08 18:02,48,72-50,Turbine Rear Frame (TRF),Engine 48 AOG Recovery — Turbine Rear Frame (TRF) (ATA 72-50): FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. Expedited action: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-1095,2025-10-08 09:02,3,72-30,High-Pressure Compressor (HPC),Shop Finding — Engine S/N 3 | High-Pressure Compressor (HPC): Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Disposition: Combustor liner replaced with serviceable unit (PN: 238-A67). Borescope post-installation confirms correct seating.
LOG-1096,2026-04-26 06:02,22,72-60,Accessory Gearbox (AGB),Borescope Work Order | Engine 22 | Accessory Gearbox (AGB): Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Outcome: EGT harness replaced (PN: 425-Z65). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-1097,2026-04-25 21:02,21,78-30,Exhaust / Nozzle,Engine 21 AOG Recovery — Exhaust / Nozzle (ATA 78-30): LPC booster blade erosion causing inlet distortion and increased N1 vibration. Expedited action: Blended out compressor blade damage per AMM 72-30-05; within all dimensional limits. FPI re-check clear.
LOG-1098,2026-01-25 23:02,1,72-60,Accessory Gearbox (AGB),Shop Finding — Engine S/N 1 | Accessory Gearbox (AGB): Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Disposition: Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable.
LOG-1099,2025-08-18 22:02,44,73-10,Fuel System,Non-Routine Card NRC-1099 opened for Engine 44 Fuel System. Finding: Fan blade leading edge nick measuring 0.08 in width found at 60% span during walk-around. Action: Replaced O-ring seals (PN: 919-X12) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks.
LOG-1100,2025-07-09 18:02,43,71-10,Inlet / Nacelle,"Maintenance Debrief Engine 43 (Inlet / Nacelle, ATA 71-10): Crew reported anomaly. Finding: Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Igniter plug replaced (PN: 928-C71). Ignition system verified per AMM 74-10-00 — light-off within 10 seconds."
LOG-1101,2026-05-04 10:02,49,72-40,Combustor Section,ATA 72-40 | Engine 49: VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. VSV rigging adjusted per AMM 72-30-12 to restore schedule within ±1°. Functional test satisfactory.
LOG-1102,2025-10-26 09:02,19,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 19 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: Combustor liner TBC spallation exposing parent metal in hot-spot region; liner at life limit. Fan blade blended per AMM 72-20-03 within all chord and depth limits. Post-blend vibration survey: 0.4 IPS — acceptable."
LOG-1103,2025-08-14 21:02,66,72-30,Variable Stator Vane (VSV) System,EHM System Flag — Sensor S7 | Engine 66 | ATA 72-30: Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Hydraulic actuator seal kit replaced (PN: 173-B78). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1104,2026-01-29 21:02,72,79-00,Oil System,Auto-Alert on Sensor S18 (Engine 72). N2 speed sensor signal intermittent above FL350; EMI source identified on P-lead harness. Anti-ice valve replaced (PN: 208-C61) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1105,2026-04-14 06:02,55,72-60,Accessory Gearbox (AGB),Line Maintenance Write-Up #1105 | Accessory Gearbox (AGB) (ATA 72-60): Engine refused to accelerate above 80% N1 during takeoff; bleed air valve incorrectly rigged. Resolution: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-1106,2026-02-02 11:02,40,72-50,High-Pressure Turbine (HPT),Pilot Report — Engine 40 (High-Pressure Turbine (HPT)): Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Corrective Action: Oil seal replaced (PN: 481-Z95). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-1107,2025-11-28 03:02,65,73-10,Fuel System,ATA 73-10 | Engine 65: Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Hydraulic actuator seal kit replaced (PN: 832-X13). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1108,2026-03-29 21:02,73,72-40,Combustor Section,Borescope Work Order | Engine 73 | Combustor Section: HPT stage-2 nozzle guide vanes exhibit oxidation and hot-section erosion beyond serviceable limits. Outcome: Component removed and replaced with serviceable unit (PN: 362-C10). Ground engine run and ops check normal.
LOG-1109,2025-12-19 20:02,2,72-20,Fan Module / Bypass,ACARS Engine Alert — Engine 2 Sensor S2: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Ground team response: Hydraulic actuator seal kit replaced (PN: 484-A22). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1110,2026-02-25 13:02,58,36-10,Bleed Air / Anti-Ice System,Auto-Alert on Sensor S16 (Engine 58). Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-1111,2025-08-23 00:02,45,36-10,Bleed Air / Anti-Ice System,Pilot Report — Engine 45 (Bleed Air / Anti-Ice System): Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. Corrective Action: Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 267-A97).
LOG-1112,2026-03-03 07:02,38,71-10,Inlet / Nacelle,ACARS Engine Alert — Engine 38 Sensor S2: Engine refused to accelerate above 80% N1 during takeoff; bleed air valve incorrectly rigged. Ground team response: Anti-ice valve replaced (PN: 843-X96) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-1113,2025-07-21 00:02,84,78-30,Exhaust / Nozzle,"EHM System Flag — Sensor S8 | Engine 84 | ATA 78-30: Post-bird-strike inspection revealed fan blade FOD on blades 4, 7, and 11; all within blend limits. Replaced fuel nozzle set (24 nozzles, PN: 401-Z89). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-1114,2025-06-19 22:02,71,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 71 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Engine mount bushings replaced per AMM 71-20-01 (PN: 905-C62). Alignment checked; free-play within 0.008 in limit."
LOG-1115,2026-05-09 19:02,61,73-10,Fuel System,Non-Routine Card NRC-1115 opened for Engine 61 Fuel System. Finding: Pressure drop exceeding 15 PSI across the primary fuel manifold; filter element blocked. Action: EGT harness replaced (PN: 750-X33). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-1116,2026-05-27 00:02,81,72-20,Fan Module / Bypass,Trend Analysis Report — Engine 81 Fan Module / Bypass: Engine mount forward link bushings worn beyond serviceable limits; free-play measured at 0.025 in. Maintenance response: Deferred per MEL 72-20-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-1117,2026-01-15 11:02,2,72-20,Low-Pressure Compressor (LPC / Booster),ACARS Engine Alert — Engine 2 Sensor S4: Water-in-fuel (WIF) sensor triggered during pre-flight; 0.5 cc of water found in low-point drain. Ground team response: Oil seal replaced (PN: 135-X34). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-1118,2025-09-09 02:02,4,78-30,Exhaust / Nozzle,Trend Analysis Report — Engine 4 Exhaust / Nozzle: Oil-in-fuel indication post-maintenance; #3 bearing sump seal misassembled during last shop visit. Maintenance response: Bleed check valve replaced (PN: 100-C55). Bleed system functional test at ground idle and max continuous — normal.
LOG-1119,2025-09-17 17:02,94,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-1119 opened for Engine 94 Engine Mounts / Pylon. Finding: Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Action: Combustor liner replaced with serviceable unit (PN: 617-Z33). Borescope post-installation confirms correct seating.
LOG-1120,2026-05-22 06:02,20,74-10,Starter / Ignition System,Routine Inspection of Starter / Ignition System on Engine 20: Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. Action Taken: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 888-X31). Tap test confirms no further delamination.
LOG-1121,2025-12-23 21:02,13,72-40,Low-Pressure Turbine (LPT),Non-Routine Card NRC-1121 opened for Engine 13 Low-Pressure Turbine (LPT). Finding: Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Action: N2 sensor and wiring harness replaced (PN: 837-A85). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-1122,2025-06-28 07:02,6,72-20,Low-Pressure Compressor (LPC / Booster),ACARS Engine Alert — Engine 6 Sensor S3: Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Ground team response: Sensor recalibrated against master gauge (serial #577-B64). Ground engine run at max continuous power — all params normal.
LOG-1123,2025-11-22 23:02,64,73-20,Engine Control (FADEC),"ATA 73-20 | Engine 64: EGT thermocouple harness chafing against fuel line; two conductors show bare wire. Replaced fuel nozzle set (24 nozzles, PN: 873-X14). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-1124,2026-04-09 01:02,19,79-00,Oil System,Heavy Check C-Visit Finding | Engine 19 | Oil System: Bleed duct insulation blanket missing from 18-inch section; risk of overheat on adjacent hydraulic line. Engineering disposition: Sensor recalibrated against master gauge (serial #598-Z39). Ground engine run at max continuous power — all params normal.
LOG-1125,2026-04-02 21:02,1,72-20,Low-Pressure Compressor (LPC / Booster),Engine 1 AOG Recovery — Low-Pressure Compressor (LPC / Booster) (ATA 72-20): VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. Expedited action: Unison ring replaced (PN: 764-Z27) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-1126,2025-12-24 02:02,32,78-30,Thrust Reverser,"Auto-Alert on Sensor S21 (Engine 32). LPT blade tip rub marks identified; rotor-to-shroud clearance measured at 0.003 in, exceeding the 0.002 in maximum. LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service."
LOG-1127,2025-12-06 06:02,79,72-20,Low-Pressure Compressor (LPC / Booster),ACARS Engine Alert — Engine 79 Sensor S3: Trend monitoring flagged sustained deviation in bleed air temperature (+18 °C over 30-cycle baseline). Ground team response: Replaced O-ring seals (PN: 720-C89) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks.
LOG-1128,2025-06-10 17:02,10,79-00,Oil System,Engine 10 AOG Recovery — Oil System (ATA 79-00): Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Expedited action: Hydraulic actuator seal kit replaced (PN: 149-X56). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-1129,2026-01-06 20:02,43,72-30,High-Pressure Compressor (HPC),"Borescope Work Order | Engine 43 | High-Pressure Compressor (HPC): ACARS transmitted unsolicited engine exceedance event; review confirmed sensor spike, not true exceedance. Outcome: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS."
LOG-1130,2026-01-17 00:02,88,79-00,Oil System,"EHM System Flag — Sensor S19 | Engine 88 | ATA 79-00: Post-bird-strike inspection revealed fan blade FOD on blades 4, 7, and 11; all within blend limits. Engine mount bushings replaced per AMM 71-20-01 (PN: 348-Z86). Alignment checked; free-play within 0.008 in limit."
LOG-1131,2025-10-28 14:02,72,73-10,Fuel System,Trend Analysis Report — Engine 72 Fuel System: Sensor recalibration required: PS3 static pressure probe reading 2% high versus pitot-static reference. Maintenance response: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
